air_date,weekday,start_hhmm,time_slot,channel,channel_type,brand,product_name,category,price,url
2026-08-20,목,04:35,새벽 03-06,롯데홈쇼핑,TV홈쇼핑,엠유스포츠,[엠유스포츠] 26SS 여성 반팔 라운드 니트 2종,패션의류,79000,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=171633&chl_dtl_no=2584697&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12897914&hsmoa_userid=&hsmoa_code=moa
2026-08-20,목,04:35,새벽 03-06,CJ온스타일,TV홈쇼핑,지 스튜디오,26FW 슬릭 스트레이트 팬츠,패션의류,79900,https://display.cjonstyle.com/m/item/2089249948?infl_cd=I0482&utm_medium=pcs&utm_source=hsmoa&chn_cd=30002002&hsmoa_userid=&hsmoa_code=moa
2026-08-20,목,04:36,새벽 03-06,롯데홈쇼핑,TV홈쇼핑,[No brand names found.],3 아카이브 스니커즈,패션잡화,59800,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=171634&chl_dtl_no=2584694&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12919215&hsmoa_userid=&hsmoa_code=moa
2026-08-20,목,04:36,새벽 03-06,K쇼핑,T커머스,도미솔,[도미솔] KT알파 단독 레시피! 박미희 절구통 보리 포기김치 10kg,식품,49900,http://m.kshop.co.kr/display/mc/product/6764082?with_code=000155&utm_source=hsmoa_ep&utm_medium=cps&utm_campaign=prd_01_%EC%8B%9D%ED%92%88/%EA%B1%B4%EA%B0%95_6764082&utm_content=mo_schedule&hsmoa_userid=&hsmoa_code=moa
2026-08-20,목,04:36,새벽 03-06,K쇼핑,T커머스,알레스 버,[방송에서만 4통더] 탈모기능성 ! 알레스버 독일 맥주효모 샴푸 8통찬스,건강기능식품,119000,http://m.kshop.co.kr/display/mc/product/9282603?with_code=000004&utm_source=hsmoa_ep&utm_medium=cps&utm_campaign=prd_01_%ED%99%94%EC%9E%A5%ED%92%88/%EC%9D%B4%EB%AF%B8%EC%9A%A9_9282603&utm_content=mo_schedule&hsmoa_userid=&hsmoa_code=moa
2026-08-20,목,04:36,새벽 03-06,K쇼핑,T커머스,오렐리안,[오렐리안] 풍기인견 스퀘어넥 런닝형 브라탑 3종,패션의류,59900,http://m.kshop.co.kr/display/mc/product/10041863?with_code=000155&utm_source=hsmoa_ep&utm_medium=cps&utm_campaign=prd_01_%EC%9D%98%EB%A5%98/%EC%96%B8%EB%8D%94%EC%9B%A8%EC%96%B4_10041863&utm_content=mo_schedule&hsmoa_userid=&hsmoa_code=moa
2026-08-20,목,04:36,새벽 03-06,K쇼핑,T커머스,No brand names found.,[최대용량] 성분에디터 더블 리프팅 앰플 최초 7병,뷰티,109000,http://m.kshop.co.kr/display/mc/product/9124148?with_code=000004&utm_source=hsmoa_ep&utm_medium=cps&utm_campaign=prd_01_%ED%99%94%EC%9E%A5%ED%92%88/%EC%9D%B4%EB%AF%B8%EC%9A%A9_9124148&utm_content=mo_schedule&hsmoa_userid=&hsmoa_code=moa
2026-08-20,목,04:37,새벽 03-06,쇼핑엔티,T커머스,종근당건강,[이번달 중 단이틀] 종근당건강 아이클리어 루테인 20개월분,건강기능식품,159000,https://m.shoppingntmall.com/display/goods/20916867?mediaCode=MC04&hsmoa_userid=&hsmoa_code=moa
2026-08-20,목,04:37,새벽 03-06,쇼핑엔티,T커머스,AGE20'S,여름한정판★AGE20S 아이스에디션 에센스팩트 기본구성(본품2+리필3+메쉬백)SPF50+ PA++++,뷰티,99000,https://m.shoppingntmall.com/display/goods/28265046?mediaCode=MC04&hsmoa_userid=&hsmoa_code=moa
2026-08-20,목,04:37,새벽 03-06,쇼핑엔티,T커머스,한복선명가,한복선의 풍미가득 포기김치 11kg,패션의류,49900,https://m.shoppingntmall.com/display/goods/23324859?mediaCode=MC04&hsmoa_userid=&hsmoa_code=moa
2026-08-20,목,04:39,새벽 03-06,GS샵,TV홈쇼핑,라삐아프,라삐아프 26FW 실켓코튼 크롭 커프스 셔츠 2종(블랙 공통),패션의류,69900,https://m.gsshop.com/alia/aliaGate.gs?media=LVA&gourl=/prd/prd.gs?prdid=1127664975&hsmoa_userid=&hsmoa_code=moa&utm_source=nscreen&utm_medium=affiliate&utm_campaign=homeshopmoa
2026-08-20,목,04:39,새벽 03-06,GS샵,TV홈쇼핑,[No brand names found.],코어 어센틱 26FW 젠 스니커즈,패션잡화,69800,https://m.gsshop.com/alia/aliaGate.gs?media=LVA&gourl=/prd/prd.gs?prdid=1130375195&hsmoa_userid=&hsmoa_code=moa&utm_source=nscreen&utm_medium=affiliate&utm_campaign=homeshopmoa
2026-08-20,목,04:39,새벽 03-06,GS샵,TV홈쇼핑,스튜디오디페,스튜디오디페 26FW 코튼 절개 스커트,패션의류,59900,https://m.gsshop.com/alia/aliaGate.gs?media=LVA&gourl=/prd/prd.gs?prdid=1130098990&hsmoa_userid=&hsmoa_code=moa&utm_source=nscreen&utm_medium=affiliate&utm_campaign=homeshopmoa
2026-08-20,목,04:40,새벽 03-06,현대홈쇼핑,TV홈쇼핑,PWX,PWX 바로인 여성 트윙클 샌들,패션잡화,39000,https://www.hmall.com/md/pda/itemPtc?utm_source=homemoadata&utm_medium=cps&utm_campaign=sale&ReferCode=dm1&slitmCd=2251606878&hsmoa_userid=&hsmoa_code=moa
2026-08-20,목,04:40,새벽 03-06,현대홈쇼핑,TV홈쇼핑,카무트,[방송에서만4+4]골드 카무트 효소 프리미엄 8박스,기타,99000,https://www.hmall.com/md/pda/itemPtc?utm_source=homemoadata&utm_medium=cps&utm_campaign=sale&ReferCode=dm1&slitmCd=2251247593&hsmoa_userid=&hsmoa_code=moa
2026-08-20,목,04:40,새벽 03-06,현대홈쇼핑,TV홈쇼핑,포에버,[Now n Forever] NnF 26 여성 윈드 경량 자켓 1종(N601W),패션의류,39900,https://www.hmall.com/md/pda/itemPtc?utm_source=homemoatv&utm_medium=cps&utm_campaign=sale&ReferCode=m20&slitmCd=2247363449
2026-08-20,목,04:40,새벽 03-06,롯데홈쇼핑,TV홈쇼핑,신영와코루,신영와코루 메모리업 360 ULTRA STRETCH 브라팬티 5세트,패션의류,109900,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=171634&chl_dtl_no=2584694&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12888755&hsmoa_userid=&hsmoa_code=moa
2026-08-20,목,04:40,새벽 03-06,현대홈쇼핑,TV홈쇼핑,아로스파,[아로스파] 필터 샤워 헤드 풀세트 (가정용 2개+여행용 1개+섬유필터 23개),여행서비스,40900,https://www.hmall.com/md/pda/itemPtc?utm_source=homemoadata&utm_medium=cps&utm_campaign=sale&ReferCode=dm1&slitmCd=2243929796&hsmoa_userid=&hsmoa_code=moa
2026-08-20,목,04:41,새벽 03-06,NS홈쇼핑,TV홈쇼핑,온작,온작 이영자의 뼈 없는 순살 갈비탕 600g x 8팩+2팩,식품,59900,https://m.nsmall.com/gate?ptnCd=536&hsmoa_userid=&target=/goods/36020876&hsmoa_code=moa
2026-08-20,목,04:41,새벽 03-06,롯데홈쇼핑,TV홈쇼핑,No brand names found.,***베른데스 프라이팬 5종 세트,생활용품,474000,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=171634&chl_dtl_no=2584694&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12918500&hsmoa_userid=&hsmoa_code=moa
2026-08-20,목,04:41,새벽 03-06,NS홈쇼핑,TV홈쇼핑,정성가득,(50%세일) 정성가득 ABC주스 4박스,식품,69500,https://m.nsmall.com/gate?ptnCd=536&hsmoa_userid=&target=/goods/35660156&hsmoa_code=moa
2026-08-20,목,04:41,새벽 03-06,NS홈쇼핑,TV홈쇼핑,AK 앤 클라인,AK앤클라인 썸머 쿨 팬츠3종,패션의류,59900,https://m.nsmall.com/gate?ptnCd=536&hsmoa_userid=&target=/goods/36086309&hsmoa_code=moa
2026-08-20,목,04:44,새벽 03-06,GS샵,TV홈쇼핑,[No brand names found.],제이슨우 26FW Brooklyn 캐시미어 딥 V넥 폴로 니트 3종,패션의류,79900,https://m.gsshop.com/alia/aliaGate.gs?media=LVA&gourl=/prd/prd.gs?prdid=1125641342&hsmoa_userid=&hsmoa_code=moa&utm_source=nscreen&utm_medium=affiliate&utm_campaign=homeshopmoa
2026-08-20,목,04:44,새벽 03-06,GS샵,TV홈쇼핑,모르간,모르간 26FW 에센셜 브이넥 니트 3종,패션의류,79900,https://m.gsshop.com/alia/aliaGate.gs?media=LVA&gourl=/prd/prd.gs?prdid=1124185386&hsmoa_userid=&hsmoa_code=moa&utm_source=nscreen&utm_medium=affiliate&utm_campaign=homeshopmoa
2026-08-20,목,04:44,새벽 03-06,GS샵,TV홈쇼핑,[No brand names found.],코어 어센틱 26FW 젠 스니커즈,패션잡화,69800,https://m.gsshop.com/alia/aliaGate.gs?media=LVA&gourl=/prd/prd.gs?prdid=1130375195&hsmoa_userid=&hsmoa_code=moa&utm_source=nscreen&utm_medium=affiliate&utm_campaign=homeshopmoa
2026-08-20,목,04:45,새벽 03-06,홈앤쇼핑,TV홈쇼핑,보스 티나,[여름시즌한정] 시즌2 보스티나 더플러스 염모제 세트(+무선냉각쿨링선풍기),가전,79900,http://m.hnsmall.com/goods/view/81858785?channel_code=20214&utm_source=Hsmoa&utm_medium=AF&utm_campaign=TV_None_81858785&hsmoa_userid=&hsmoa_code=moa
2026-08-20,목,04:45,새벽 03-06,롯데홈쇼핑,TV홈쇼핑,No brand names found.,◆ 베네통정품 26FW 여성 니트 가디건 2종,패션의류,129000,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=171634&chl_dtl_no=2584694&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12919867&hsmoa_userid=&hsmoa_code=moa
2026-08-20,목,04:45,새벽 03-06,CJ온스타일,TV홈쇼핑,지춘희,26FW 뉴클래식 울실크 로장지스카프,패션잡화,99000,https://display.cjonstyle.com/m/item/2089249191?infl_cd=I0482&utm_medium=pcs&utm_source=hsmoa&channelCode=30002002&chn_cd=30002002&hsmoa_userid=&hsmoa_code=moa
2026-08-20,목,04:45,새벽 03-06,CJ온스타일,TV홈쇼핑,테팔,매직핸즈 화이트골드 8P 세트,기타,259000,https://display.cjonstyle.com/m/item/2065228416?infl_cd=I0278&utm_medium=pcs&utm_source=hsmoa&channelCode=30002002&chn_cd=30002002&hsmoa_userid=&hsmoa_code=moa
2026-08-20,목,04:45,새벽 03-06,CJ온스타일,TV홈쇼핑,디엔케이,[1사1명품] 디엔케이 클린이즈 올인원 캡슐세 200개,기타,59900,https://display.cjonstyle.com/m/item/2073062638?infl_cd=I0367&utm_medium=pcs&utm_source=hsmoa&hsmoa_userid=&hsmoa_code=moa
2026-08-20,목,04:46,새벽 03-06,롯데홈쇼핑,TV홈쇼핑,[No brand names found.],[봉래헌] 메이필드 호텔 LA갈비 400g * 8팩(2),식품,119900,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=171634&chl_dtl_no=2584694&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12918639&hsmoa_userid=&hsmoa_code=moa
2026-08-20,목,04:49,새벽 03-06,GS샵,TV홈쇼핑,에몬스,[에몬스] 위브릭 3인 듀얼스윙H 기능성 패브릭 소파,가구인테리어,1499000,https://m.gsshop.com/alia/aliaGate.gs?media=LVA&gourl=/prd/prd.gs?prdid=1133203259&hsmoa_userid=&hsmoa_code=moa&utm_source=nscreen&utm_medium=affiliate&utm_campaign=homeshopmoa
2026-08-20,목,04:49,새벽 03-06,GS샵,TV홈쇼핑,브루마스,브루마스 26FW 최신상 울 워킹화 여성 (울98%),기타,59800,https://m.gsshop.com/alia/aliaGate.gs?media=LVA&gourl=/prd/prd.gs?prdid=1133072227&hsmoa_userid=&hsmoa_code=moa&utm_source=nscreen&utm_medium=affiliate&utm_campaign=homeshopmoa
2026-08-20,목,04:50,새벽 03-06,홈앤쇼핑,TV홈쇼핑,수려한 자우,[] 수려한 자우 럭셔리 기초세트 바캉스한정패키지 (기초10종+바캉스백1)+상품평시 마스크팩2,뷰티,158000,http://m.hnsmall.com/goods/view/81984533?channel_code=20214&utm_source=Hsmoa&utm_medium=AF&utm_campaign=TV_Beauty_81984533&hsmoa_userid=&hsmoa_code=moa
2026-08-20,목,04:50,새벽 03-06,롯데홈쇼핑,TV홈쇼핑,No brand names found.,26SS 비비안 SLIMFIT 아쿠아X 썸머 브라팬티 5세트,뷰티,89950,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=160210&chl_dtl_no=2566413&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12908272&hsmoa_userid=&hsmoa_code=moa
2026-08-20,목,04:50,새벽 03-06,홈앤쇼핑,TV홈쇼핑,더 에스 럭셔리,[파이널 최대용량/5개] 더에스럭셔리 백설 기미 커버크림 35ml x 5개 최다패키지,뷰티,49900,http://m.hnsmall.com/goods/view/81980780?channel_code=20214&utm_source=Hsmoa&utm_medium=AF&utm_campaign=TV_None_81980780&hsmoa_userid=&hsmoa_code=moa
2026-08-20,목,04:51,새벽 03-06,롯데홈쇼핑,TV홈쇼핑,[No brand names found.],4 아카이브 스니커즈,패션잡화,59800,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=171634&chl_dtl_no=2584694&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12919216&hsmoa_userid=&hsmoa_code=moa
2026-08-20,목,04:51,새벽 03-06,bshop,미분류,엘지생활건강,[엘지생활건강] (방송에서만!)예화담 비단살결 때필링 500ml 4통,뷰티,40000,http://m.skstoa.com/display/goods/66443200?orderMedia=62&mediaCode=EP01&mediaTarget=001&utm_source=hsmoa&utm_medium=affiliate&utm_campaign=hsmoaonair&hsmoa_userid=&hsmoa_code=moa
2026-08-20,목,04:51,새벽 03-06,bshop,미분류,질경이,[질경이] [방송에서만 무료체험 1병더] 질경이 에코아워시 폼(150g) 7개 + 페미닌티슈 라이트(10매입)2개,기타,69900,http://m.skstoa.com/display/goods/52115631?orderMedia=62&mediaCode=EP01&mediaTarget=001&utm_source=hsmoa&utm_medium=affiliate&utm_campaign=hsmoaonair&hsmoa_userid=&hsmoa_code=moa
2026-08-20,목,04:51,새벽 03-06,bshop,미분류,데일리 아이디어,[데일리아이디어] [250억돌파 특집방송]혁명티슈 6통+(방송에서만)무료체험 1팩,기타,49900,http://m.skstoa.com/display/goods/66064263?orderMedia=62&mediaCode=EP01&mediaTarget=001&utm_source=hsmoa&utm_medium=affiliate&utm_campaign=hsmoaonair&hsmoa_userid=&hsmoa_code=moa
2026-08-20,목,04:54,새벽 03-06,GS샵,TV홈쇼핑,No brand names found.,[방송에서만] 26summer 샤론느 더슬림 안심팬티 여성용 10종,패션의류,99800,https://m.gsshop.com/alia/aliaGate.gs?media=LVA&gourl=/prd/prd.gs?prdid=1129874717&hsmoa_userid=&hsmoa_code=moa&utm_source=nscreen&utm_medium=affiliate&utm_campaign=homeshopmoa
2026-08-20,목,04:55,새벽 03-06,GS샵,TV홈쇼핑,르네크루,르네크루 26FW 이태리 램스킨 숏츠,기타,299900,https://m.gsshop.com/alia/aliaGate.gs?media=LVA&gourl=/prd/prd.gs?prdid=1131511655&hsmoa_userid=&hsmoa_code=moa&utm_source=nscreen&utm_medium=affiliate&utm_campaign=homeshopmoa
2026-08-20,목,04:55,새벽 03-06,CJ온스타일,TV홈쇼핑,CelebShop,[미리주문10%] 26FW 드레이프 실루엣니트 3종,패션의류,89900,https://display.cjonstyle.com/m/item/2090210163?infl_cd=I0482&utm_medium=pcs&utm_source=hsmoa&channelCode=30002002&chn_cd=30002002&hsmoa_userid=&hsmoa_code=moa
2026-08-20,목,04:55,새벽 03-06,GS샵,TV홈쇼핑,삼팔당땡,[삼팔당땡] 저당 강원도 강냉이 5봉 + 방송에서만 저당 현미 뻥튀기 2봉 더,식품,29900,https://m.gsshop.com/alia/aliaGate.gs?media=LGx&gourl=/prd/prd.gs?prdid=1113096515&hsmoa_userid=&hsmoa_code=moa&utm_source=nscreen&utm_medium=affiliate&utm_campaign=homeshopmoa
2026-08-20,목,04:56,새벽 03-06,롯데홈쇼핑,TV홈쇼핑,알뜰,알뜰 못난이 보조개 초록사과 3kg,식품,19900,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=171634&chl_dtl_no=2584694&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12915233&hsmoa_userid=&hsmoa_code=moa
2026-08-20,목,05:00,새벽 03-06,공영쇼핑,TV홈쇼핑,,강병원 한우투뿔 스테이크 130gx10팩,식품,69900,http://m.gongyoungshop.kr/gate/selectAliance.do?alcLnkCd=hsmoa&tgUrl=/goods/selectGoodsDetail.do?prdId=11929715
2026-08-20,목,05:00,새벽 03-06,공영쇼핑,TV홈쇼핑,우리 농가수,참기름의 정석 국산 참기름 세트 150ml X 4병+스틱들기름6매,식품,59900,http://m.gongyoungshop.kr/gate/selectAliance.do?alcLnkCd=hsmoa&tgUrl=/goods/selectGoodsDetail.do?prdId=11950151
2026-08-20,목,05:00,새벽 03-06,롯데홈쇼핑,TV홈쇼핑,쏘 헤어,★최신상! 뉴패키지 / 방송에서만★ 아르간 두피모발 샴푸 1000ml * 4통 + 무료체험분 2매,뷰티,69000,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=160210&chl_dtl_no=2566413&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12919776&hsmoa_userid=&hsmoa_code=moa
2026-08-20,목,05:12,새벽 03-06,W쇼핑,T커머스,리르,[리르] 스마일 주름 패치 9박스(1박스 10피스*5매)+7일 체험분(10피스*1매),기타,68900,https://m.w-shopping.co.kr/display/goods/26336146?mediaCode=MC04&hsmoa_userid=
2026-08-20,목,05:13,새벽 03-06,W쇼핑,T커머스,플로렌츠,[1세트] 플로렌츠 안심 자동 손발톱관리기,기타,29900,https://m.w-shopping.co.kr/display/goods/25656749?mediaCode=MC04&hsmoa_userid=
2026-08-20,목,05:14,새벽 03-06,W쇼핑,T커머스,라포레,★방송최저가★최신상 라포레 유리 밥용기(총12개) +유리찜기1개 [더블세트],기타,58800,https://m.w-shopping.co.kr/display/goods/25211346?mediaCode=MC04&hsmoa_userid=
2026-08-20,목,05:15,새벽 03-06,CJ온스타일,TV홈쇼핑,신한생명,[방송중 상담만 받아도 혜택]신한 라이프 케어받는 암보험,여행서비스,,https://display.cjonstyle.com/m/item/2064509744?infl_cd=I0367&utm_medium=pcs&utm_source=hsmoa&hsmoa_userid=&hsmoa_code=moa
2026-08-20,목,05:15,새벽 03-06,롯데홈쇼핑,TV홈쇼핑,[No brand names found.],☆반값세일특별구성[12개월+비타민K2] 닥터린 콘드로이친 1200 콘레이티+MBP 12박스+닥터린 초임계 비타민K2 2박스,건강기능식품,164500,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=139564&chl_dtl_no=2538702&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12915995&hsmoa_userid=&hsmoa_code=moa
2026-08-20,목,05:15,새벽 03-06,GS샵,TV홈쇼핑,휴온스,최신상 갱년기유산균YT1 메노락토 오리진 9개월분 + 양우산 추가증정,건강기능식품,299000,https://m.gsshop.com/alia/aliaGate.gs?media=LGx&gourl=/prd/prd.gs?prdid=1101968617&hsmoa_userid=&hsmoa_code=moa&utm_source=nscreen&utm_medium=affiliate&utm_campaign=homeshopmoa
2026-08-20,목,05:15,새벽 03-06,롯데홈쇼핑,TV홈쇼핑,홍성호,♥울릉도 마가목 흑염소♥방송에서만 체험분 3팩♥ 홍성호 울릉도 마가목 흑염소진액 프리미엄 (70ml x 33포 x 1박스),건강기능식품,148000,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=139564&chl_dtl_no=2538702&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12917336&hsmoa_userid=&hsmoa_code=moa
2026-08-20,목,05:15,새벽 03-06,CJ온스타일,TV홈쇼핑,프릴,스폐셜 기획가 시어서커 침구 풀세트 K킹,기타,69900,https://display.cjonstyle.com/m/item/2082932587?infl_cd=I0367&utm_medium=pcs&utm_source=hsmoa&hsmoa_userid=&hsmoa_code=moa
2026-08-20,목,05:15,새벽 03-06,CJ온스타일,TV홈쇼핑,디엔케이,[1사1명품] 디엔케이 클린이즈 올인원 캡슐세wp,기타,59900,https://display.cjonstyle.com/m/item/2072983046?infl_cd=I0278&utm_medium=pcs&utm_source=hsmoa&channelCode=30002002&chn_cd=30002002&hsmoa_userid=&hsmoa_code=moa
2026-08-20,목,05:15,새벽 03-06,GS샵,TV홈쇼핑,메디칼드림,메디칼드림 3D 경추 목어깨 마사지기 K38,기타,59800,https://m.gsshop.com/alia/aliaGate.gs?media=LGx&gourl=/prd/prd.gs?prdid=1127919367&hsmoa_userid=&hsmoa_code=moa&utm_source=nscreen&utm_medium=affiliate&utm_campaign=homeshopmoa
2026-08-20,목,05:15,새벽 03-06,롯데홈쇼핑,TV홈쇼핑,글랜젠데스 하르,"★파격가 39,900원!★ [글랜젠데스 하르] 맥주 효모 비어 샴푸 500ml*6통 + [무료체험분] 샴푸 파우치 5ml*6매",건강기능식품,39900,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=139564&chl_dtl_no=2538702&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12918503&hsmoa_userid=&hsmoa_code=moa
2026-08-20,목,05:15,새벽 03-06,CJ온스타일,TV홈쇼핑,신영와코루,라이크라 360o 올인원 바디수트 패키지,패션의류,169900,https://display.cjonstyle.com/m/item/2046817365?infl_cd=I0367&utm_medium=pcs&utm_source=hsmoa&hsmoa_userid=&hsmoa_code=moa
2026-08-20,목,05:20,새벽 03-06,현대홈쇼핑,TV홈쇼핑,닥터 린,[50%세일] 닥터린 콘드로이친 1200 콘레이티+MBP+K2 12개월분+비타민K2 2개월분,건강기능식품,164500,https://www.hmall.com/md/pda/itemPtc?utm_source=homemoatv&utm_medium=cps&utm_campaign=sale&ReferCode=dm1&slitmCd=2252345887
2026-08-20,목,05:20,새벽 03-06,현대홈쇼핑,TV홈쇼핑,블루베리빌,(총 12박스 초특가) 블루베리빌 100% 유기농 블루베리 10박스+2박스 더(30gx15포x12박스),식품,248000,https://www.hmall.com/md/pda/itemPtc?utm_source=homemoatv&utm_medium=cps&utm_campaign=sale&ReferCode=m20&slitmCd=2250415048&hsmoa_userid=&hsmoa_code=moa
2026-08-20,목,05:20,새벽 03-06,현대홈쇼핑,TV홈쇼핑,힐데스그레인,[방송에서만 이 구성]힐데스그레인 스펠트 15+5봉(300gx20봉)+저당밥솥,가전,89000,https://www.hmall.com/md/pda/itemPtc?utm_source=homemoatv&utm_medium=cps&utm_campaign=sale&ReferCode=dm1&slitmCd=2252583208
2026-08-20,목,05:20,새벽 03-06,현대홈쇼핑,TV홈쇼핑,디아루체,[충격특가 울100 가디건 4만원대] 디아루체 26SS 울 100 워셔블 가디건 1종,패션의류,49900,https://www.hmall.com/md/pda/itemPtc?utm_source=homemoatv&utm_medium=cps&utm_campaign=sale&ReferCode=m20&slitmCd=2247033660&hsmoa_userid=&hsmoa_code=moa
2026-08-20,목,05:20,새벽 03-06,현대홈쇼핑,TV홈쇼핑,주영 앤 에스,주영엔에스 식물성 오메가3 900 10개월분(751mgX60캡슐X10박스),건강기능식품,109000,https://www.hmall.com/md/pda/itemPtc?utm_source=homemoadata&utm_medium=cps&utm_campaign=sale&ReferCode=dm1&slitmCd=2252428811&hsmoa_userid=&hsmoa_code=moa
2026-08-20,목,05:20,새벽 03-06,NS홈쇼핑,TV홈쇼핑,No brand name found.,원데이 올인원 프리바이오틱스유산균 3박스(총 270포)+(무료체험분)10포,건강기능식품,119000,https://m.nsmall.com/gate?ptnCd=481&hsmoa_userid=&target=/goods/36112325&hsmoa_code=moa
2026-08-20,목,05:20,새벽 03-06,현대홈쇼핑,TV홈쇼핑,라씨엔토,라씨엔토 26 CLOUD 커브드 밴딩 팬츠 2종 (블랙 공통 + 컬러 선택),패션의류,79900,https://www.hmall.com/md/pda/itemPtc?utm_source=homemoatv&utm_medium=cps&utm_campaign=sale&ReferCode=m20&slitmCd=2246993650
2026-08-20,목,05:30,새벽 03-06,GS샵,TV홈쇼핑,주안이네,주안이네 국내산 포기김치 10kg,식품,49900,https://m.gsshop.com/alia/aliaGate.gs?media=LAr&gourl=/prd/prd.gs?prdid=1133369994&hsmoa_userid=&hsmoa_code=moa&utm_source=nscreen&utm_medium=affiliate&utm_campaign=homeshopmoa
2026-08-20,목,05:30,새벽 03-06,ssgshop,미분류,플리츠 미,[NH카드]☆한정수량! 3만원 파격 인하!☆ 여름 신상 플리츠미 원피스+볼레로숄 셋업 2종,패션의류,89000,https://m.shinsegaetvshopping.com/display/detail/20072503?inMediaCode=MC02&ckwhere=hsm_live&hsmoa_userid=&hsmoa_code=moa
2026-08-20,목,05:30,새벽 03-06,ssgshop,미분류,데이즈온,(방송에서만 50%세일) 데이즈온 원데이올인원 프리바이오틱스 유산균 12개월분 + 10일 무료체험,건강기능식품,189000,https://m.shinsegaetvshopping.com/display/detail/20067129?inMediaCode=MC02&ckwhere=hsm_live&hsmoa_userid=&hsmoa_code=moa
2026-08-20,목,05:30,새벽 03-06,롯데홈쇼핑,TV홈쇼핑,슈나이더,O 슈나이더 26SS 여성 여름 쿨 멀티 셋업 3종(액티브자켓+시티자켓+반바지)(S606W),패션의류,49900,https://m.lotteimall.com/coop/affilGate.lotte?chl_no=160210&chl_dtl_no=2566413&returnUrl=/goods/viewGoodsDetail.lotte?goods_no=12896887&hsmoa_userid=&hsmoa_code=moa
2026-08-20,목,05:30,새벽 03-06,GS샵,TV홈쇼핑,뉴트리 코어,뉴트리코어 하이퍼셀 코엔자임Q10 맥스 12박스+6박스 더(방송에서만) 코큐텐 총 18개월분,건강기능식품,269000,https://m.gsshop.com/alia/aliaGate.gs?media=LAr&gourl=/prd/prd.gs?prdid=1128181886&hsmoa_userid=&hsmoa_code=moa&utm_source=nscreen&utm_medium=affiliate&utm_campaign=homeshopmoa
2026-08-20,목,05:30,새벽 03-06,GS샵,TV홈쇼핑,닥터린,닥터린 파비플로라x알파CD 12박스+6박스(방송에서만 6박스 더) 총 18박스(252포),기타,259000,https://m.gsshop.com/alia/aliaGate.gs?media=LAr&gourl=/prd/prd.gs?prdid=1095676854&hsmoa_userid=&hsmoa_code=moa&utm_source=nscreen&utm_medium=affiliate&utm_campaign=homeshopmoa
2026-08-20,목,05:31,새벽 03-06,bshop,미분류,HLB,[에이치엘비제약] [방송에서만] HLB제약 어진 맥문동 진액 2박스+2박스 (총 120포),기타,129000,http://m.skstoa.com/display/goods/66718102?orderMedia=62&mediaCode=EP01&mediaTarget=001&utm_source=hsmoa&utm_medium=affiliate&utm_campaign=hsmoaonair&hsmoa_userid=&hsmoa_code=moa
2026-08-20,목,05:31,새벽 03-06,bshop,미분류,엘렌실라,[엘렌실라] [방송에서만] 듀얼 아이브로우 쿠션 3개 + 에센스 파운데이션 1종,뷰티,69900,http://m.skstoa.com/display/goods/67603734?orderMedia=62&mediaCode=EP01&mediaTarget=001&utm_source=hsmoa&utm_medium=affiliate&utm_campaign=hsmoaonair&hsmoa_userid=&hsmoa_code=moa
2026-08-20,목,05:31,새벽 03-06,bshop,미분류,대원제약,[대원제약] (방송에서만 반값세일) 혈당파이터 20개월분 (10박스),건강기능식품,99000,http://m.skstoa.com/display/goods/65114211?orderMedia=62&mediaCode=EP01&mediaTarget=001&utm_source=hsmoa&utm_medium=affiliate&utm_campaign=hsmoaonair&hsmoa_userid=&hsmoa_code=moa
2026-08-20,목,05:31,새벽 03-06,ssgshop,미분류,보넬,[방송중 반값세일] 보넬 아이엠 당근 NFC 착즙주스 1L*15병,식품,122000,https://m.shinsegaetvshopping.com/display/detail/1000133332?inMediaCode=MC02&ckwhere=hsm_live&hsmoa_userid=&hsmoa_code=moa
